Date,combined_nav
2025-05-06,181066911.55043933
2025-05-07,181275368.4987223
2025-05-08,183093751.6910795
2025-05-09,183577647.19554394
2025-05-12,191715321.41336265
2025-05-13,194367591.1552953
2025-05-14,196727696.03600904
2025-05-15,196132974.39398026
2025-05-16,197240292.36956233
2025-05-19,196991517.60117668
2025-05-20,196255993.2405243
2025-05-21,194014430.35764992
2025-05-22,194938891.04615235
2025-05-23,192860661.85651082
2025-05-27,198077160.93987373
2025-05-28,197161120.45633152
2025-05-29,198341339.9566604
2025-05-30,197590853.69162422
2025-06-02,198500691.61860567
2025-06-03,198824573.745944
2025-06-04,199021608.0739525
2025-06-05,195664723.97790638
