Date,nav
2024-08-14,153440255.17062607
2024-08-15,156386231.37645775
2024-08-16,156745872.42266056
2024-08-19,158262661.79702634
2024-08-20,158163543.03394318
2024-08-21,158670108.37244794
2024-08-22,156591317.03608587
2024-08-23,158247152.8175807
2024-08-26,157212108.7311725
2024-08-27,156905848.51127854
2024-08-28,155943516.5335808
2024-08-29,155757074.38435116
2024-08-30,157646542.5236829
2024-09-03,154832996.8668085
2024-09-04,154910043.2212395
2024-09-05,156275063.71173793
2024-09-06,152435481.27601907
2024-09-09,154278792.46794844
2024-09-10,154936487.2933742
2024-09-11,157204977.6387431
2024-09-12,158525279.15428224
2024-09-13,158686757.98449206
2024-09-16,158435989.84062418
2024-09-17,159108384.73325408
2024-09-18,158725828.25197822
2024-09-19,161702613.00921822
2024-09-20,161338525.76250556
2024-09-23,162148915.06437835
2024-09-24,161914137.80890095
2024-09-25,162043043.8125347
2024-09-26,161913280.19689724
2024-09-27,162095984.52427807
2024-09-30,162723637.84644505
2024-10-01,161479336.61324757
2024-10-02,160689369.08827323
2024-10-03,160479255.30706725
2024-10-04,162568802.78689188
2024-10-07,160575604.65732074
2024-10-08,162132189.91239366
2024-10-09,162201266.14728355
2024-10-10,162273014.5060067
2024-10-11,161760871.59465173
2024-10-14,162415188.16242215
2024-10-15,162454557.63336653
2024-10-16,162875403.83060226
2024-10-17,163131354.2385355
2024-10-18,163667677.98023874
2024-10-21,163858729.31982586
2024-10-22,164535789.25916475
2024-10-23,162619340.6310377
2024-10-24,166514675.0894127
2024-10-25,167462066.02605218
2024-10-28,167678829.77466255
2024-10-29,168214205.81196892
2024-10-30,169112593.82565677
2024-10-31,165471483.69311282
2024-11-01,166749242.1557454
2024-11-04,165403800.79779306
2024-11-05,167059367.91535267
2024-11-06,173462671.6480223
2024-11-07,174902097.44691664
2024-11-08,175447336.02722758
2024-11-11,176542295.51785028
2024-11-12,176263214.92104387
2024-11-13,176453307.4194714
2024-11-14,175279115.81834677
2024-11-15,174019209.8670944
2024-11-18,175316100.38560075
2024-11-19,176963677.3105289
2024-11-20,175902642.01679793
2024-11-21,174804655.38516885
2024-11-22,174730487.2020539
2024-11-25,174680881.3881843
2024-11-26,175980247.44833052
2024-11-27,175410753.97556794
2024-11-29,176657614.76341313
2024-12-02,178726901.27929586
2024-12-03,179156091.6525731
2024-12-04,180359757.06879458
2024-12-05,181157753.8544644
2024-12-06,183277284.72509706
2024-12-09,182838536.68048203
2024-12-10,184341281.30833995
2024-12-11,187574345.56180206
2024-12-12,186723473.8554794
2024-12-13,186373896.4209559
2024-12-16,188435979.85592455
2024-12-17,189498828.38379273
2024-12-18,184587166.95887446
2024-12-19,185449916.66633502
2024-12-20,185793588.1133362
2024-12-23,187572681.86239383
2024-12-24,190249135.28923702
2024-12-26,189562530.1006124
2024-12-27,187179486.7314497
2024-12-30,185546624.69393247
2024-12-31,184103600.7694273
2025-01-02,183449167.09360582
2025-01-03,186379537.57065538
2025-01-06,188463438.5958832
2025-01-07,186090434.4200649
2025-01-08,185347793.62612405
2025-01-10,184105047.10291606
2025-01-13,184021530.0062587
2025-01-14,183018744.5823037
2025-01-15,187639575.543162
2025-01-16,185750633.5304917
2025-01-17,187950254.8318056
2025-01-21,188535024.1423311
2025-01-22,189771103.09001634
2025-01-23,190464490.87750137
2025-01-24,190138855.6452092
2025-01-27,188135847.014873
2025-01-28,191527096.35988712
2025-01-29,190553266.60917956
2025-01-30,191011282.0905003
2025-01-31,191097213.34948146
2025-02-03,189176475.40870965
2025-02-04,191373454.72639304
2025-02-05,190120816.25448307
2025-02-06,191192950.7899981
2025-02-07,188992855.09544876
2025-02-10,189228643.2172854
2025-02-11,188658254.9090882
2025-02-12,188958765.75198442
2025-02-13,191595748.446971
2025-02-14,192065350.6206699
2025-02-18,191462828.8094429
2025-02-19,191973958.89834452
2025-02-20,190597921.49630293
2025-02-21,188146415.68070698
2025-02-24,186509491.62699854
2025-02-25,183715182.16268462
2025-02-26,183211303.43435657
2025-02-27,180347595.93379515
2025-02-28,183234275.9893185
2025-03-03,179884637.2018258
2025-03-04,178397063.5156988
2025-03-05,180229033.9324444
2025-03-06,176629816.65146366
2025-03-07,176541380.0044979
2025-03-10,169953441.71306968
2025-03-11,170187663.55093706
2025-03-12,172745522.70875674
2025-03-13,170014582.0549425
2025-03-14,173096047.5090645
2025-03-17,171399905.37280145
2025-03-18,169069188.62416756
2025-03-19,171101452.76964945
2025-03-20,171178905.52888376
2025-03-21,173103890.24816424
2025-03-24,177745292.300404
2025-03-25,179304700.76874357
2025-03-26,175995712.19883728
2025-03-27,175820868.25248814
2025-03-28,171866749.66991204
2025-03-31,171846759.0542672
2025-04-01,172048918.59717065
2025-04-02,173412429.90090966
2025-04-03,166669930.27775824
2025-04-04,159562589.78579426
2025-04-07,160064386.38309577
2025-04-08,157959201.45921442
2025-04-09,172154859.20681354
2025-04-10,166565374.38336515
2025-04-11,169413301.30916417
2025-04-14,169094654.85557473
2025-04-15,168414782.01958913
2025-04-16,164378182.5957284
2025-04-17,163919010.257716
2025-04-21,160566572.7149908
2025-04-22,163873908.66616195
2025-04-23,167370753.45572177
2025-04-24,170102198.68212187
2025-04-25,173305921.53742903
2025-04-28,173005830.16485047
2025-04-29,173802697.20633548
2025-04-30,172956491.01259267
2025-05-01,175751947.013618
2025-05-02,177496372.90473148
2025-05-05,176435996.11615735
2025-05-06,175419447.79726553
2025-05-07,175365393.908696
2025-05-08,176858763.68399766
2025-05-09,177407661.8718732
2025-05-12,183675258.89001876
2025-05-13,185932512.32506856
2025-05-14,188252615.5544524
2025-05-15,187410383.6948198
2025-05-16,188095184.2282297
2025-05-19,187776406.57001674
2025-05-20,187268391.6013032
2025-05-21,186011869.3824278
2025-05-22,186981331.92867637
2025-05-23,185300619.14912578
2025-05-27,189344569.82788077
2025-05-28,188743542.34856158
2025-05-29,189723753.59224093
2025-05-30,189040770.11382395
2025-06-02,189638095.1397905
2025-06-03,189619463.1276165
2025-06-04,189821497.66204125
2025-06-05,186814628.0151318
2025-06-06,189787510.08987495
2025-06-09,191072835.4130566
2025-06-10,193200759.16303897
2025-06-11,192068153.66982257
2025-06-12,191905554.34637535
2025-06-13,190402344.9798894
2025-06-16,192344622.83595473
2025-06-17,191002182.14575386
2025-06-18,190364059.10842454
2025-06-20,189067683.51014662
2025-06-23,191471629.79777402
2025-06-24,192656996.72827053
2025-06-25,193124824.09806865
2025-06-26,194455679.1227659
2025-06-27,195814372.44227755
2025-06-30,195767064.2111416
2025-07-01,194156786.63991496
