Date,nav
2024-06-11,131122184.26463759
2024-06-12,130928269.81381275
2024-06-13,131236845.78144361
2024-06-14,131208643.99433944
2024-06-17,131272023.20985536
2024-06-18,130648921.25176707
2024-06-20,130965998.5718301
2024-06-21,131058605.52073567
2024-06-24,130616334.85308354
2024-06-25,132059720.14020663
2024-06-26,133628002.67641804
2024-06-27,133720283.18749213
2024-06-28,132935313.47182955
2024-07-01,135177087.80867562
2024-07-02,136948364.66325167
2024-07-03,138099850.87773567
2024-07-05,139284168.16591382
2024-07-08,138768904.7526525
2024-07-09,139793739.79986778
2024-07-10,139520297.72683102
2024-07-11,136206598.11627644
2024-07-12,135767518.67819804
2024-07-15,136060107.75706723
2024-07-16,134880166.84172386
2024-07-17,134602097.30492413
2024-07-18,135065431.54786813
2024-07-19,134865528.59383464
2024-07-22,135597553.29424858
2024-07-23,135687844.25235987
2024-07-24,133020974.41146669
2024-07-25,133087999.16243073
2024-07-26,132899336.89543077
2024-07-29,133655234.39236405
2024-07-30,133335752.26686913
2024-07-31,133894552.88686213
2024-08-01,134411994.220995
2024-08-02,134278384.63447532
2024-08-05,133662813.48185071
2024-08-06,133664262.3863456
2024-08-07,133515457.0772493
2024-08-08,133214099.62057708
2024-08-09,133593381.21371186
2024-08-12,133960103.09541178
2024-08-13,134267645.15752754
2024-08-14,133391656.2070988
2024-08-15,134069978.40468836
2024-08-16,134160257.23444253
2024-08-19,134380349.42729968
2024-08-20,134538064.40548152
2024-08-21,134499641.07349718
2024-08-22,133611054.87958261
2024-08-23,133801059.06458944
2024-08-26,133154397.70887464
2024-08-27,132653946.123634
2024-08-28,132556078.93360868
2024-08-29,132375901.02197084
2024-08-30,132987464.69256943
2024-09-03,133161960.36699753
2024-09-04,133533425.8882445
2024-09-05,135343207.24776277
2024-09-06,133827656.95861249
2024-09-09,134167551.1285029
2024-09-10,134211350.66992941
2024-09-11,135045330.60676947
2024-09-12,135338297.15724862
2024-09-13,134810709.85235727
2024-09-16,134353221.86795902
2024-09-17,134997839.32212588
2024-09-18,135209677.27467233
2024-09-19,135309886.50032786
2024-09-20,135415444.23836368
2024-09-23,135792879.56992143
2024-09-24,135110471.93835565
2024-09-25,135620964.4920975
2024-09-26,134742704.18201715
2024-09-27,135314333.26239285
2024-09-30,135266871.91898388
2024-10-01,135622298.91508594
2024-10-02,134817654.9843382
2024-10-03,134923083.9272601
2024-10-04,135530314.4239723
2024-10-07,135158859.13236082
2024-10-08,135079025.14370072
2024-10-09,133951974.30805928
2024-10-10,134383294.60823047
2024-10-11,132968552.741812
2024-10-14,132199257.94956358
2024-10-15,133574180.34588648
2024-10-16,133283220.86311278
2024-10-17,133539171.27104601
2024-10-18,133517791.59336042
2024-10-21,133995032.84552866
2024-10-22,134782165.82816797
2024-10-23,134472783.63222718
2024-10-24,138037898.96070087
2024-10-25,139073348.3319807
2024-10-28,138835143.501616
2024-10-29,139091667.82922792
2024-10-30,140547759.2623046
2024-10-31,140238193.24032027
2024-11-01,140936233.6749039
2024-11-04,140031084.4901533
2024-11-05,139661307.61098504
2024-11-06,141779100.85782468
2024-11-07,141882973.73134053
2024-11-08,141797126.8633957
2024-11-11,142701293.07896432
2024-11-12,142972577.69866002
2024-11-13,143074611.76244724
2024-11-14,143008488.79721355
2024-11-15,144148175.18991053
2024-11-18,144755274.63706753
2024-11-19,145852486.34549356
2024-11-20,144820803.86330935
2024-11-21,142761512.6535232
2024-11-22,142203023.07988638
2024-11-25,141581037.44085455
2024-11-26,141948451.73439047
2024-11-27,142061411.13009053
2024-11-29,142236894.2964782
2024-12-02,144005314.49400645
2024-12-03,144390475.64996356
2024-12-04,144559454.45916098
2024-12-05,145643641.15741193
2024-12-06,147462305.7096901
2024-12-09,147999538.64900553
2024-12-10,150074663.10202566
2024-12-11,151942821.61856246
2024-12-12,152031239.88173676
2024-12-13,151835764.70783386
2024-12-16,153160971.53333825
2024-12-17,155073763.9775175
2024-12-18,156103766.56568956
2024-12-19,157165101.30032563
2024-12-20,155356111.0527446
2024-12-23,156046958.8528806
2024-12-24,156753448.81014305
2024-12-26,156154221.03347564
2024-12-27,155939726.16106915
2024-12-30,156475412.6203082
2024-12-31,155763181.59580877
2025-01-02,155720389.8036878
2025-01-03,156331287.16332775
2025-01-06,157430206.45376518
2025-01-07,157162203.566007
2025-01-08,156260694.75032574
2025-01-10,157972893.43148887
2025-01-13,157627244.09895986
2025-01-14,156378213.2413073
2025-01-15,157607211.93800837
2025-01-16,156147213.58403715
2025-01-17,156503965.83316258
2025-01-21,155476224.7230232
2025-01-22,155560510.51309067
2025-01-23,155253029.7636113
2025-01-24,155523149.6128455
2025-01-27,156268557.75861797
2025-01-28,158063183.48514122
2025-01-29,158026675.06270194
2025-01-30,157475878.60597125
2025-01-31,158578565.20409086
2025-02-03,158087639.4589825
2025-02-04,158989844.39948177
2025-02-05,156990526.22539198
2025-02-06,157443075.47611955
2025-02-07,157038188.42723653
2025-02-10,156026862.57841116
2025-02-11,155345266.6549957
2025-02-12,156265362.7826794
2025-02-13,156916495.20591116
2025-02-14,157489361.59374133
2025-02-18,156418179.11838022
2025-02-19,156412988.1366256
2025-02-20,155878951.249808
2025-02-21,156843107.9016303
2025-02-24,156103788.17075506
2025-02-25,154286517.04014447
2025-02-26,153758808.10855538
2025-02-27,153897706.2188872
2025-02-28,154020082.69612786
2025-03-03,153927238.35431305
2025-03-04,154703533.9779865
2025-03-05,154573484.32623836
2025-03-06,154310495.50180572
2025-03-07,153276794.12548465
2025-03-10,151621707.90909535
2025-03-11,153246024.9371911
2025-03-12,154922166.57435167
2025-03-13,154645736.8564263
2025-03-14,154152671.82138968
2025-03-17,151177642.11011654
2025-03-18,150821743.49000818
2025-03-19,151038932.7063955
2025-03-20,151626406.52008614
2025-03-21,153386384.42763075
2025-03-24,155110166.03599542
2025-03-25,156339560.88086325
2025-03-26,155040655.29028478
2025-03-27,155473336.42350858
2025-03-28,155006861.81625882
2025-03-31,154079333.7360667
2025-04-01,153643966.96089974
2025-04-02,153874931.51136076
2025-04-03,155517778.0482412
2025-04-04,158085836.97169864
2025-04-07,158977649.66946673
2025-04-08,159182560.10988754
2025-04-09,159255134.83482116
2025-04-10,159335884.08738717
2025-04-11,159506200.4772905
2025-04-14,157702492.71807826
2025-04-15,157397635.36331055
2025-04-16,157036187.65538505
2025-04-17,156367006.64789063
2025-04-21,156854727.63283655
2025-04-22,156261902.57934174
2025-04-23,157148639.6196251
2025-04-24,156594949.23055655
2025-04-25,158643624.4037126
2025-04-28,158246029.00601742
2025-04-29,158120357.9637064
2025-04-30,157176647.74484697
2025-05-01,158884558.8503404
2025-05-02,158056378.54029924
2025-05-05,158113547.88575438
2025-05-06,158477056.53774434
2025-05-07,157635470.13861728
2025-05-08,158153799.66275245
2025-05-09,158897705.9008613
2025-05-12,159555071.3199873
2025-05-13,160627275.8343886
2025-05-14,162827374.1097827
2025-05-15,161242611.59733874
2025-05-16,160659859.80423218
2025-05-19,160131073.47653717
2025-05-20,160305586.68364018
2025-05-21,162004186.45676172
2025-05-22,163108654.57624874
2025-05-23,162620491.026971
